source,target,value,color
Western,Aung San Suu Kyi,0.100000,NotNegative
Obama,Myanmar,0.100000,Negative
US,Obama,0.100000,NotNegative
Obama,Western,0.100000,Positive
India,Myanmar,0.100000,NotNegative
Obama,US,0.100000,Positive
Aung San Suu Kyi,Western,0.100000,NotNegative
Western,Myanmar,0.100000,Negative
Myanmar,Obama,0.100000,Negative
Myanmar,Aung San Suu Kyi,0.100000,Negative
Myanmar,US,0.100000,Negative
Obama,India,0.100000,NotPositive
Aung San Suu Kyi,Myanmar,0.100000,NotPositive
Myanmar,Western,0.100000,Negative
Myanmar,India,0.100000,NotNegative
India,Obama,0.100000,NotPositive
