source,target,value,color
Buphavanh,Vietnam,0.100000,Positive
Nguyen Tan Dung,Laos,0.100000,Positive
Vietnam-Laos,Laos,0.100000,Positive
Laos,Vietnamese,0.100000,Positive
Vietnam,Laos,0.100000,Positive
Buphavanh,Laos,0.100000,Positive
Laos,Buphavanh,0.100000,NotNegative
Nguyen Tan Dung,Vietnam,0.100000,Positive
Vietnam,Nguyen Tan Dung,0.100000,NotNegative
Laos,Vietnam-Laos,0.100000,Positive
Buphavanh,Vietnamese,0.100000,Positive
Vietnam-Laos,Vietnam,0.100000,Positive
Vietnamese,Vietnam-Laos,0.100000,Positive
Vietnam-Laos,Vietnamese,0.100000,Positive
Vietnam,Vietnam-Laos,0.100000,Positive
Nguyen Tan Dung,Buphavanh,0.100000,NotNegative
Laos,Vietnam,0.100000,Positive
Nguyen Tan Dung,Vietnam-Laos,0.100000,Positive
Nguyen Tan Dung,Vietnamese,0.100000,Positive
Buphavanh,Vietnam-Laos,0.100000,Positive
Vietnamese,Nguyen Tan Dung,0.100000,NotNegative
Vietnamese,Laos,0.100000,Positive
Buphavanh,Nguyen Tan Dung,0.100000,NotNegative
