source,target,value,color
Venezuela,Colombia,0.100000,NotPositive
Bogota,Colombia-Venezuela,0.100000,NotPositive
Colombia,FARC,0.100000,Negative
Bogota,Venezuela,0.100000,NotPositive
Colombia,Brazilian,0.100000,NotPositive
Caracas,Colombia,0.100000,NotPositive
Bogota,Caracas,0.100000,NotPositive
Bogota,FARC,0.100000,Negative
Colombia,Lula,0.100000,NotPositive
Colombia,Caracas,0.100000,NotPositive
Bogota,Lula,0.100000,NotPositive
Venezuela,Bogota,0.100000,NotPositive
Lula,Brazilian,0.100000,Positive
Caracas,Bogota,0.100000,NotPositive
Caracas,Colombia-Venezuela,0.100000,NotPositive
Venezuela,Colombia-Venezuela,0.100000,NotPositive
Brazilian,Lula,0.100000,NotNegative
Colombia,Venezuela,0.100000,NotPositive
Colombia,Colombia-Venezuela,0.100000,NotPositive
