source,target,value,color
Russia,Putin,0.100000,NotNegative
Mongolia,Mongolia-Russia,0.100000,NotNegative
Sukhbaataryn Batbold,Russia,0.100000,Positive
Sukhbaataryn Batbold,Putin,0.100000,Positive
Mongolia,Russia,0.100000,Positive
Putin,Mongolia-Russia,0.100000,Positive
Mongolia,Putin,0.100000,Positive
Sukhbaataryn Batbold,Mongolia-Russia,0.100000,NotNegative
Sukhbaataryn Batbold,Mongolia,0.100000,Positive
Mongolia,Sukhbaataryn Batbold,0.100000,NotNegative
Putin,Mongolia,0.100000,NotNegative
Putin,Sukhbaataryn Batbold,0.100000,NotNegative
Russia,Mongolia,0.100000,NotNegative
Putin,Russia,0.100000,Positive
