source,target,value,color
Confederation of Venezuelan Workers,Carlos Ortega,0.100000,NotNegative
Carmona,Republic of Venezuela,0.100000,Positive
Bolivarian,Carmona,0.100000,NotPositive
Carlos Ortega,Confederation of Venezuelan Workers,0.100000,NotNegative
Chavez,Carmona,0.100000,NotPositive
Carlos Ortega,Chavez,0.100000,NotPositive
Carmona,Bolivarian,0.100000,NotPositive
Carmona,Chavez,0.100000,Negative
Carmona,Simon Bolivar,0.100000,NotPositive
Carlos Ortega,Carmona,0.100000,NotNegative
Simon Bolivar,Republic of Venezuela,0.100000,NotNegative
Venezuelans,Carmona,0.100000,NotNegative
Efrain Vasquez,Bolivarian,0.100000,NotPositive
Carmona,Carlos Ortega,0.100000,NotNegative
Bolivarian,Chavez,0.100000,NotNegative
Chavez,Simon Bolivar,0.100000,Positive
Bolivarian,Simon Bolivar,0.100000,NotNegative
