source,target,value,color
Omar Ibn al Khattab,Osama bin Laden,0.100000,Positive
United States,Shamil Basayev,0.100000,NotPositive
Vladimir Putin,Omar Ibn al Khattab,0.100000,NotPositive
Foreign Ministry,United States,0.100000,NotPositive
Shamil Basayev,Russia,0.100000,NotPositive
United States,Omar Ibn al Khattab,0.100000,NotPositive
United States,Foreign Ministry,0.100000,NotPositive
Osama bin Laden,Russia,0.100000,NotPositive
al-Qaida,Osama bin Laden,0.100000,NotNegative
Russia,United States,0.100000,NotPositive
Vladimir Putin,Osama bin Laden,0.100000,NotPositive
al-Qaida,Russia,0.100000,NotPositive
Russia,Osama bin Laden,0.100000,Negative
Osama bin Laden,United States,0.100000,NotPositive
United States,al-Qaida,0.100000,NotPositive
Russia,Council of Europe,0.100000,NotNegative
Vladimir Putin,State Department,0.100000,NotPositive
Vladimir Putin,Russia,0.100000,NotNegative
al-Qaida,Omar Ibn al Khattab,0.100000,NotNegative
Russia,al-Qaida,0.100000,NotPositive
Vladimir Putin,al-Qaida,0.100000,Negative
State Department,Osama bin Laden,0.100000,NotPositive
United States,Russia,0.100000,NotPositive
Russia,Omar Ibn al Khattab,0.100000,NotPositive
State Department,Russia,0.100000,NotPositive
Omar Ibn al Khattab,al-Qaida,0.100000,Positive
Russia,State Department,0.100000,NotPositive
Russia,Vladimir Putin,0.100000,NotNegative
State Department,al-Qaida,0.100000,NotPositive
al-Qaida,United States,0.100000,NotPositive
United States,Osama bin Laden,0.100000,NotPositive
al-Qaida,Vladimir Putin,0.100000,NotPositive
al-Qaida,Shamil Basayev,0.100000,NotNegative
Shamil Basayev,Osama bin Laden,0.100000,Positive
Omar Ibn al Khattab,United States,0.100000,NotPositive
Foreign Ministry,State Department,0.100000,NotPositive
al-Qaida,State Department,0.100000,NotPositive
State Department,Foreign Ministry,0.100000,NotPositive
Vladimir Putin,United States,0.100000,NotPositive
Osama bin Laden,al-Qaida,0.100000,NotNegative
Russia,Shamil Basayev,0.100000,NotPositive
Vladimir Putin,Shamil Basayev,0.100000,NotPositive
Shamil Basayev,al-Qaida,0.100000,Positive
State Department,Omar Ibn al Khattab,0.100000,NotPositive
State Department,Shamil Basayev,0.100000,NotPositive
Omar Ibn al Khattab,Russia,0.100000,NotPositive
