source,target,value,color
Bush,Cold War,0.100000,NotPositive
United Nations General Assembly,NMD,0.100000,NotPositive
United States,National Missile Defense System,0.100000,NotNegative
Bush,Anti-Ballistic Missile Treaty,0.100000,Negative
Bush,NMD,0.100000,Positive
United Nations General Assembly,Anti-Ballistic Missile Treaty,0.100000,Positive
United Nations General Assembly,Bush,0.100000,NotPositive
Bush,United States,0.100000,Positive
United States,Cold War,0.100000,NotPositive
Canada,National Missile Defense System,0.100000,Negative
United Nations General Assembly,United States,0.100000,NotPositive
Bush,United Nations General Assembly,0.100000,NotPositive
United States,Anti-Ballistic Missile Treaty,0.100000,NotPositive
Bush,National Missile Defense System,0.100000,Positive
Canada,NMD,0.100000,Negative
United States,NMD,0.100000,NotNegative
NMD,Anti-Ballistic Missile Treaty,0.100000,NotPositive
United Nations General Assembly,National Missile Defense System,0.100000,NotPositive
Soviet Union,Anti-Ballistic Missile Treaty,0.100000,NotNegative
Bush,Soviet Union,0.100000,NotPositive
