source,target,value,color
Ecuador,Correa,0.100000,NotNegative
Moreno,Colombian,0.100000,NotPositive
FARC,Jorge Briceno,0.100000,NotNegative
Correa,Colombian,0.100000,NotPositive
Correa,Falconi,0.100000,NotNegative
Moreno,Correa,0.100000,NotNegative
FARC,Colombian,0.100000,NotPositive
Falconi,Ecuador,0.100000,NotNegative
Ecuador,Falconi,0.100000,NotNegative
Falconi,Ecuadorian,0.100000,NotNegative
Ecuador,Colombian,0.100000,NotPositive
Ecuadorian,Correa,0.100000,NotNegative
Colombian,FARC,0.100000,NotPositive
Correa,Ecuador,0.100000,Positive
Ecuadorian,Colombian,0.100000,NotPositive
Correa,Alvaro Uribe,0.100000,NotPositive
Falconi,Moreno,0.100000,NotNegative
Moreno,Ecuador,0.100000,Positive
Colombian,Alvaro Uribe,0.100000,NotNegative
Ecuador,Moreno,0.100000,NotNegative
Ecuadorian,Falconi,0.100000,NotNegative
Jorge Briceno,FARC,0.100000,Positive
Correa,Moreno,0.100000,NotNegative
Moreno,Falconi,0.100000,NotNegative
Colombian,Ecuadorian,0.100000,NotPositive
Colombian,Ecuador,0.100000,NotPositive
Falconi,FARC,0.100000,NotPositive
Colombian,Jorge Briceno,0.100000,NotPositive
Alvaro Uribe,Correa,0.100000,NotPositive
Correa,FARC,0.100000,NotPositive
Correa,Ecuadorian,0.100000,Positive
FARC,Alvaro Uribe,0.100000,NotPositive
Alvaro Uribe,Colombian,0.100000,Positive
Ecuadorian,Moreno,0.100000,NotNegative
Falconi,Correa,0.100000,NotNegative
Moreno,FARC,0.100000,NotPositive
Alvaro Uribe,FARC,0.100000,NotPositive
Moreno,Ecuadorian,0.100000,Positive
