source,target,value,color
US,Hillary Clinton,0.100000,NotNegative
US,State Department,0.100000,NotNegative
US,Obama,0.100000,NotNegative
Obama,Indonesian,0.100000,Positive
Indonesian,Hillary Clinton,0.100000,NotNegative
Robert Wood,State Department,0.100000,Positive
Obama,US,0.100000,Positive
Indonesian,US,0.100000,NotNegative
US,Robert Wood,0.100000,NotNegative
State Department,US,0.100000,NotNegative
Robert Wood,Hillary Clinton,0.100000,NotNegative
Robert Wood,US,0.100000,Positive
Indonesian,Obama,0.100000,NotNegative
Hillary Clinton,Robert Wood,0.100000,NotNegative
State Department,Robert Wood,0.100000,NotNegative
Hillary Clinton,Indonesian,0.100000,NotNegative
Hillary Clinton,US,0.100000,Positive
