source,target,value,color
Dave Brailsford,Team Sky,0.100000,Positive
Team Sky,Bradley Wiggins,0.100000,Positive
Bradley Wiggins,Team Sky,0.100000,Positive
Sunderland,Team Sky,0.100000,Positive
Bradley Wiggins,Tour de France,0.100000,Positive
Bradley Wiggins,British,0.100000,Positive
Saxo Bank,Sunderland,0.100000,NotNegative
Sunderland,Tour de France,0.100000,Positive
Dave Brailsford,Sunderland,0.100000,Positive
Sunderland,Dave Brailsford,0.100000,NotNegative
Team Sky,Tour de France,0.100000,Positive
Team Sky,Dave Brailsford,0.100000,Positive
Sunderland,Saxo Bank,0.100000,NotNegative
British,Bradley Wiggins,0.100000,NotNegative
Sunderland,Australian,0.100000,Positive
Team Sky,Sunderland,0.100000,Positive
