source,target,value,color
Khamenei,Shiite,0.100000,NotNegative
Iran,Britain,0.100000,Negative
Khamenei,Western,0.100000,Negative
Iran,Zionists,0.100000,Negative
Iran,Western,0.100000,Negative
Khamenei,Americans,0.100000,Negative
United States,Iran,0.100000,NotPositive
Iran,Khamenei,0.100000,NotNegative
Iran,Americans,0.100000,Negative
Khamenei,Britain,0.100000,Negative
Americans,Iran,0.100000,NotPositive
Tehran,United States,0.100000,Negative
Americans,Tehran,0.100000,Negative
Tehran,Americans,0.100000,Negative
Khamenei,United States,0.100000,Negative
Britain,Khamenei,0.100000,NotPositive
Western,Iran,0.100000,Negative
Americans,Khamenei,0.100000,NotPositive
United States,Tehran,0.100000,Negative
Zionists,Iran,0.100000,Negative
United States,Khamenei,0.100000,NotPositive
Khamenei,Zionists,0.100000,Negative
Khamenei,Iran,0.100000,NotNegative
Tehran,Britain,0.100000,Negative
Britain,Tehran,0.100000,Negative
Britain,Iran,0.100000,NotPositive
Iran,United States,0.100000,Negative
