source,target,value,color
ISNA,Islamic,0.100000,NotNegative
Britain,Mohammad Reza Ali Zamani,0.100000,NotNegative
Iran,Arash Rahmani,0.100000,Negative
Mahmoud Ahmadinejad,Mohammad Reza Ali Zamani,0.100000,NotPositive
Tehran,Mohammad Reza Ali Zamani,0.100000,NotPositive
Miliband,Arash Rahmani,0.100000,NotNegative
Miliband,Iran,0.100000,Negative
Britain,Mahmoud Ahmadinejad,0.100000,Negative
Mohammad Reza Ali Zamani,Iran,0.100000,NotPositive
Miliband,Mohammad Reza Ali Zamani,0.100000,NotNegative
Iran,Islamic,0.100000,Positive
Arash Rahmani,Tehran,0.100000,NotPositive
Iran,Mahmoud Ahmadinejad,0.100000,NotPositive
Arash Rahmani,Iran,0.100000,NotPositive
Arash Rahmani,Mahmoud Ahmadinejad,0.100000,NotPositive
Tehran,Arash Rahmani,0.100000,NotPositive
Miliband,Mahmoud Ahmadinejad,0.100000,NotPositive
Mohammad Reza Ali Zamani,Mahmoud Ahmadinejad,0.100000,Negative
Iran,Mohammad Reza Ali Zamani,0.100000,Negative
Britain,Iran,0.100000,Negative
Britain,Arash Rahmani,0.100000,NotNegative
