source,target,value,color
Tbilisi,Russian,0.100000,Negative
Tbilisi,Moscow,0.100000,Negative
Russian,Tbilisi,0.100000,NotPositive
South Ossetia,Georgia,0.100000,NotPositive
Russian,Georgia,0.100000,Negative
Moscow,Tbilisi,0.100000,NotPositive
Russian,South Ossetia,0.100000,NotNegative
Georgia,Moscow,0.100000,NotPositive
Georgia,Russian,0.100000,Negative
Tbilisi,South Ossetia,0.100000,NotPositive
Moscow,South Ossetia,0.100000,NotNegative
Moscow,Georgia,0.100000,Negative
Georgia,South Ossetia,0.100000,Negative
