source,target,value,color
Philadelphia,Andy Reid,0.100000,NotNegative
Eagles,National Football League,0.100000,NotNegative
Atlanta,Eagles,0.100000,NotNegative
Vick,Eagles,0.100000,Positive
Andy Reid,Eagles,0.100000,Positive
Vick,Atlanta,0.100000,Positive
National Football League,Eagles,0.100000,NotNegative
Eagles,Vick,0.100000,NotNegative
Eagles,Andy Reid,0.100000,Positive
Andy Reid,Vick,0.100000,Positive
Eagles,Atlanta,0.100000,NotNegative
Vick,National Football League,0.100000,Positive
Vick,Andy Reid,0.100000,Positive
Atlanta,Vick,0.100000,NotNegative
Andy Reid,National Football League,0.100000,Positive
