source,target,value,color
Olivar,Philippine,0.100000,Positive
Arroyo,Macalintal,0.100000,NotNegative
Macalintal,Philippine,0.100000,Positive
Arroyo,Olivar,0.100000,NotNegative
Olivar,Arroyo,0.100000,NotNegative
Olivar,Comelec,0.100000,NotNegative
Prospero Pichay,Commission on Elections,0.100000,NotNegative
Prospero Pichay,Philippine,0.100000,Positive
Prospero Pichay,Comelec,0.100000,NotNegative
Olivar,Commission on Elections,0.100000,NotNegative
Arroyo,Philippine,0.100000,Positive
Prospero Pichay,Arroyo,0.100000,NotNegative
Arroyo,Prospero Pichay,0.100000,NotNegative
Macalintal,Arroyo,0.100000,NotNegative
Philippine,Arroyo,0.100000,NotNegative
