source,target,value,color
Russian,Imedi,0.100000,NotPositive
Saakashvili,Imedi,0.100000,Positive
Imedi,Saakashvili,0.100000,NotNegative
Russian,Georgian,0.100000,NotPositive
Saakashvili,Nesterenko,0.100000,NotPositive
Saakashvili,Georgian,0.100000,NotNegative
Nesterenko,Saakashvili,0.100000,Negative
Saakashvili,Russian,0.100000,Negative
Russian,Nesterenko,0.100000,NotNegative
Imedi,Nesterenko,0.100000,NotPositive
Russian,Saakashvili,0.100000,NotPositive
Nesterenko,Imedi,0.100000,Negative
Nesterenko,Russian,0.100000,NotNegative
Georgian,Russian,0.100000,NotPositive
Imedi,Russian,0.100000,Negative
