source,target,value,color
Tsvangirai,Movement for Democratic Change,0.100000,Positive
Tsvangirai,Zimbabwe,0.100000,Positive
Mugabe,MDC,0.100000,Negative
Mugabe,South Africa,0.100000,NotNegative
Movement for Democratic Change,Tsvangirai,0.100000,Positive
Tsvangirai,Zimbabweans,0.100000,Positive
MDC,Zimbabweans,0.100000,NotNegative
MDC,Mugabe,0.100000,Negative
Tsvangirai,Mugabe,0.100000,Negative
MDC,Tsvangirai,0.100000,Positive
Mugabe,Zimbabweans,0.100000,NotNegative
Tsvangirai,MDC,0.100000,Positive
Mugabe,Movement for Democratic Change,0.100000,Negative
Mugabe,Zimbabwe,0.100000,NotNegative
Movement for Democratic Change,Zimbabweans,0.100000,NotNegative
Mugabe,Tsvangirai,0.100000,Negative
Movement for Democratic Change,Mugabe,0.100000,Negative
