source,target,value,color
Koizumi,Washington,0.100000,NotPositive
Mie Asaoka,US,0.100000,NotPositive
Japan,Koizumi,0.100000,NotNegative
Mie Asaoka,Bush,0.100000,NotPositive
Washington,Kyoto,0.100000,NotPositive
Koizumi,US,0.100000,NotPositive
Kiko Network,US,0.100000,NotPositive
Bush,US,0.100000,Positive
Bush,Kyoto,0.100000,NotPositive
Japan,Bush,0.100000,NotPositive
Kiko Network,Washington,0.100000,NotPositive
Koizumi,US Department of Defense,0.100000,NotPositive
US,Kyoto,0.100000,NotPositive
Japan,US Department of Defense,0.100000,NotPositive
Koizumi,Japan,0.100000,Positive
US,Bush,0.100000,Positive
Bush,Washington,0.100000,Positive
Mie Asaoka,US Department of Defense,0.100000,NotPositive
Japan,Washington,0.100000,NotPositive
Mie Asaoka,Washington,0.100000,NotPositive
Bush,US Department of Defense,0.100000,Positive
Kiko Network,US Department of Defense,0.100000,NotPositive
Japan,US,0.100000,NotPositive
Kiko Network,Mie Asaoka,0.100000,Positive
Washington,Bush,0.100000,Positive
Mie Asaoka,Kiko Network,0.100000,Positive
Koizumi,Bush,0.100000,NotPositive
