source,target,value,color
Amadeo,Duhalde,0.100000,NotNegative
Spain,Senate,0.100000,NotPositive
Congress,Argentina,0.100000,NotNegative
Argentina,Duhalde,0.100000,NotNegative
Duhalde,Amadeo,0.100000,NotNegative
Spain,Congress,0.100000,NotPositive
Duhalde,Senate,0.100000,NotNegative
U.S.,Senate,0.100000,NotPositive
U.S.,Brazil,0.100000,NotNegative
Senate,Duhalde,0.100000,Positive
U.S.,Duhalde,0.100000,NotPositive
Amadeo,Argentina,0.100000,NotNegative
Senate,Argentina,0.100000,NotNegative
Spain,Brazil,0.100000,NotNegative
Senate,Amadeo,0.100000,NotNegative
Duhalde,Congress,0.100000,NotNegative
Amadeo,Senate,0.100000,NotNegative
Argentina,Amadeo,0.100000,NotNegative
Spain,Duhalde,0.100000,NotPositive
Duhalde,Argentina,0.100000,NotNegative
