source,target,value,color
Unita,Caprivi Liberation Army,0.100000,NotNegative
Unita,Namibia,0.100000,NotPositive
US,Shivute,0.100000,NotPositive
Caprivi,Caprivi Liberation Army,0.100000,NotNegative
Unita,Angolan,0.100000,Positive
Caprivi Liberation Army,Caprivi,0.100000,NotNegative
Caprivi,Namibia,0.100000,Negative
US,Namibia,0.100000,NotPositive
Unita,Shivute,0.100000,Negative
Shivute,Unita,0.100000,Negative
Shivute,Guantanamo Bay,0.100000,Negative
Angolan,Caprivi Liberation Army,0.100000,NotNegative
Afghanistan,US,0.100000,Negative
Caprivi Liberation Army,Unita,0.100000,NotNegative
Shivute,Caprivi Liberation Army,0.100000,Negative
Namibia,Guantanamo Bay,0.100000,NotPositive
Caprivi Liberation Army,Shivute,0.100000,Negative
Guantanamo Bay,US,0.100000,Positive
Caprivi Liberation Army,Kavango,0.100000,NotNegative
US,Guantanamo Bay,0.100000,NotNegative
Namibia,Unita,0.100000,NotPositive
US,Afghanistan,0.100000,Negative
Namibia,Caprivi Liberation Army,0.100000,Negative
Shivute,Afghanistan,0.100000,NotNegative
Shivute,Namibia,0.100000,Positive
Guantanamo Bay,Afghanistan,0.100000,Negative
Kavango,Namibia,0.100000,Negative
Shivute,US,0.100000,Negative
Namibia,US,0.100000,NotPositive
